HH7_region,country_orig,matched_name1,matched_name2,matched_name3,matched_name123,NAME_0,NAME_1,NAME_12,NAME_2,NAME_3,Abs_Lat,CGIAR_Aridity_Index,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,CIFOR_TropicalPeatlandDepth,CIFOR_TropicalPeatlandExtent,CMS_HeterotrophicRespiration_usingEquationFromBondLamberty2004,CMS_HeterotrophicRespiration_usingEquationFromSubke2006,CMS_SoilRespiration_mean,CSP_Global_Human_Modification,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Cultivated_and_Managed_Vegetation,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Open_Water,ConsensusLandCoverClass_Regularly_Flooded_Vegetation,ConsensusLandCoverClass_Shrubs,ConsensusLandCoverClass_Snow_Ice,ConsensusLandCoverClass_Urban_Builtup,ConsensusLandCover_Human_Development_Percentage,CrowtherLab_Tree_Density,EarthEnvCloudCover_CloudForestPrediction,EarthEnvCloudCover_Mean,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_1stOrderPartialDerivEW,EarthEnvTopoMed_1stOrderPartialDerivNS,EarthEnvTopoMed_2ndOrderPartialDerivEW,EarthEnvTopoMed_2ndOrderPartialDerivNS,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TangentialCurvature,EarthEnvTopoMed_TerrainRuggednessIndex,EarthEnvTopoMed_TopoPositionIndex,EarthEnvTopoMed_VectorRuggednessMeasure,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,FanEtAl_Depth_to_Water_Table_AnnualSD,GHS_Population_Density,GLW3_RuminantsDistribution_downsampled10km,GPWv4_Population_Density,GiriEtAl_MangrovesExtent,GoshEtAl_GlobalGDP2006,IPCC_Global_Biomass,MODIS_EVI,MODIS_FPAR,MODIS_GPP,MODIS_LAI,MODIS_NDVI,MODIS_NPP,MODIS_Nadir_Reflectance_Band1,MODIS_Nadir_Reflectance_Band2,MODIS_Nadir_Reflectance_Band3,MODIS_Nadir_Reflectance_Band4,MODIS_Nadir_Reflectance_Band5,MODIS_Nadir_Reflectance_Band6,MODIS_Nadir_Reflectance_Band7,NASA_ForestCanopyHeight,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,Resolve_Biome,Resolve_Ecoregion,SG_Absolute_depth_to_bedrock,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_H2O_Capacity_015cm,SG_SOC_Content_015cm,SG_SOC_Density_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Saturated_H2O_Content_015cm,SG_Silt_Content_015cm,SG_Soil_H2O_Capacity_pF_20_015cm,SG_Soil_pH_H2O_015cm,SpawnEtAl_HarmonizedAGBiomass,SpawnEtAl_HarmonizedBGBiomass,TootchiEtAl_WetlandsRegularlyFlooded,UNEP_WCMC_Biomass,WCS_Human_Footprint_2009,WWF_Biome,WWF_Ecoregion
Vehari,PakistanPunjab,,,Vehari,Vehari,Pakistan,Punjab,,Multan,Vehari,29.98636845,804.4708945,2134.46883,257.7443258,233.2406501,-2359.44354,405.9554727,-2607.355109,139.2870975,204.305223,343.4338414,337.0498482,72.34203026,86.10382764,22.98755621,2.958719918,12.14837399,72.63663212,58.76040578,156.0729269,-2397.886559,4933.469871,0.005749845,0.004421341,383.945903,383.2030634,652.7005505,0.786002022,0.485940074,98.08292567,0,0,0,0.03873421,0,0.130441049,0,0.193891852,0,1.06817689,99.15110256,0,0,3598.820564,926.9945699,302344.6426,1802.019655,38993.9686,28232.93292,9441.839293,2548.033978,1043.736021,1524.227103,21232.88945,8605.375433,427.4458777,652.2923536,211211.9433,-0.000203535,-0.000139237,-3.24E-07,-2.55E-07,-0.095013989,-0.122563763,-0.010097457,137.0041288,-0.007937932,-7.58E-07,1.915529713,0.116386447,3.56E-07,0.628839821,-0.016970264,2.31E-06,0.019149818,36.29972464,0.088279775,39.22657281,36714.45604,700.313897,0,1.497585222,480.4595412,3082.939013,38.27413033,4511.110879,8.241599352,4361.115283,370.05344,1185.549748,3016.991302,685.6493649,1121.323255,2891.24946,2382.5534,1663.307216,0.069332307,49.99157118,13,314,6312.020819,1533.690028,10.43998727,20.90261738,2.478689546,199.9999849,18.73443191,6.929729707,105.4731829,11.25364923,39.08899553,42.79797499,15.47526772,79.77112405,2.005225091,0.431564316,0.340495695,2.333932999,21.95307184,13,41303
Deir Al-balah,Palestine,,Deir Al-Balah,,Deir Al-Balah,Palestina,Gaza,,Deir Al-Balah,,31.41947421,1482.144885,1957.914999,206.0995432,330.4380305,-2355.979834,310.8633444,-2651.570294,138.1716374,271.307133,271.307133,141.0760018,98.22534415,108.4297859,211.022952,0.507587348,1.58378006,1.58378006,86.31215828,240.6922599,-2518.861978,2190.815564,0.006919695,0.003391921,284.9780112,279.1829249,433.8861582,0.802746908,14.55258028,61.06714887,0.104083308,0,0,3.573202011,0.156971376,5.397660819,0,9.063711911,0,6.136041859,67.20319073,44.89278052,0,2237.597209,1647.504611,301720.8929,2696.506026,41022.83017,28260.11968,9495.343481,2402.596154,1045.857787,1641.280706,21757.27217,8695.443303,465.8660658,651.0027772,224328.5636,-0.005439225,0.007184575,-2.83E-06,-3.55E-06,0.488603723,-0.370661601,-0.224798436,29.23858623,0.324915482,-9.21E-06,10.54368011,0.867279233,5.74E-06,3.215255335,-0.08234585,5.56E-05,0,18.28596373,0.129632849,275.8920001,10666.63925,5129.242337,0,3.106298229,1595.878414,2079.249863,26.0711007,7765.175457,4.501307335,2944.376526,4866.19653,1685.279126,3035.07761,907.4812318,1424.743161,3178.022178,2851.883457,2284.522559,3.787609245,26.03152689,12,791,2385.703098,1483.901485,17.14044345,24.41138999,10.64293538,199.7698334,19.06463233,11.6566213,99.92568149,13.29309245,40.92503316,27.0106059,15.02360076,80.37754264,14.90781722,5.793350098,0.462181273,41.86985459,17.63929841,12,81207
Gaza,Palestine,,Gaza,,Gaza,Palestina,Gaza,,Gaza,,31.48895001,1716.1745,1939.986183,205.7127595,394.5279128,-2382.094962,307.5680889,-2659.465133,137.845138,271.1933788,271.1933788,141.9625302,101.5732781,109.2637147,256.4154891,0.586880406,1.824533387,1.824533387,103.1204285,287.1931025,-2525.505181,2183.332839,6.52E-05,6.52E-05,300.0661344,295.0859137,465.6982669,0.821864936,23.07086843,43.6820049,0.252313182,0.064727605,0,2.720509522,0.886270279,4.175552882,0.421600763,9.077880586,0,15.61337704,59.29538193,284.6097237,0,2329.562051,1703.620115,250248.9055,2695.086462,36577.68344,27673.63833,9408.761738,2742.080775,1113.707389,1477.616181,20761.85461,8503.806252,418.7537416,702.7408706,190637.3104,-0.007558372,0.00346626,-3.44E-06,-4.10E-07,0.15384986,-0.34759807,-0.248892774,34.84942534,0.113300203,-7.11E-06,11.98641135,1.012031044,4.10E-06,3.668745591,-0.108006411,6.64E-05,0,17.28392912,0.15365497,527.6156305,12541.22946,9412.912489,0,7.306278711,1575.794006,1780.471668,24.37558502,6738.341756,4.12187188,2582.169223,4180.101462,1706.212484,2869.745795,930.7480129,1437.522115,3023.042821,2776.252069,2291.834009,2.404934469,23.42959794,12,791,2601.254722,1486.916222,18.17059357,26.45446846,11.97409092,195.9156891,20.09253543,11.70968844,100.4767679,13.27691998,41.02184295,28.18572169,14.5341684,80.06142373,8.986866875,3.938996981,0.49465354,58.48480501,29.44672219,12,81207
North Gaza,Palestine,,Gaza ash Shamaliyah,,Gaza ash Shamaliyah,Palestina,Gaza,,Gaza ash Shamaliyah,,31.54411832,1906.165154,1931.027987,205.495269,441.8595773,-2398.474743,305.1257705,-2664.281896,137.7703216,270.9024954,270.9024954,142.482345,103.7572749,109.5288255,290.4789796,0.681752329,2.063606893,2.063606893,115.103717,320.0015031,-2530.131494,2168.417684,0.003838412,0.001662365,313.0395625,308.7010915,495.3356792,0.810898441,20.56255393,49.34911562,0.166253236,0,0,2.145653581,0.884652718,3.428170837,0.385030198,13.17083693,0,9.862704918,59.21182053,366.7514887,0,2382.1614,1961.446331,393464.7269,2805.091621,45261.56095,28396.71281,9499.368565,2233.240033,992.6016429,1836.251917,22160.62273,8720.047317,525.7773823,643.550931,301798.9673,-0.005864685,0.004735419,-3.72E-06,-5.75E-06,0.269529253,-0.277096102,-0.213694772,40.51172886,0.200695457,-1.18E-05,13.92043248,1.157009463,2.70E-06,4.198130123,-0.163385057,9.15E-05,0,16.15913714,0.147399435,395.2482208,15167.19772,7490.559237,0,5.655931346,1903.409854,2004.483578,26.77955251,7053.903426,4.659866421,2896.54415,4423.64724,1700.471198,3026.692521,893.4769442,1430.735242,3145.268466,2852.724379,2304.091111,2.721484659,19.95171692,12,791,2237.952018,1486.694035,20.55371207,26.7507434,11.73421902,198.060488,20.90225867,12.54524423,105.3396158,14.27510161,41.11066616,29.44615319,14.14824323,79.64448496,10.29230838,4.490969238,0.429944603,64.24483044,30.57300571,12,81207
Khan Yunis,Palestine,,Khan Yunis,,Khan Yunis,Palestina,Gaza,,Khan Yunis,,31.33571459,1288.084569,1993.719218,205.0980686,274.5825994,-2323.488541,318.0582568,-2637.757604,134.896484,270.8218058,271.7633732,136.5530392,88.6330249,106.6804287,172.6542678,0.497149017,1.548201806,1.548201806,71.28364244,198.0619687,-2502.074757,2331.70496,0.000155107,0.001693806,277.1085523,270.8884296,417.8369615,0.692859489,34.01017844,33.73140087,0.036094119,0,0,4.529355027,0.070665279,2.018605478,0.033403559,21.76251999,0,3.870599284,37.60200015,9.311277079,0,2161.641597,1384.385171,184718.9558,2788.323821,30798.14279,27483.29674,9387.588262,3031.576079,1171.841007,1294.122162,20480.81329,8472.852397,358.5976811,723.5695785,135689.6945,-0.005931746,0.004097756,9.23E-07,1.38E-06,0.234883446,-0.391064431,-0.232088811,53.63809427,0.172484681,3.56E-07,9.513376653,0.79426681,2.38E-06,2.972548671,0.039420832,3.43E-05,0,23.59602497,0.121222654,175.5783121,8966.904884,3243.37896,0,2.673457534,1120.528792,1835.813155,22.46433026,5778.859768,3.656937248,2507.053715,3621.019843,2062.713385,3356.952817,1019.75026,1655.126205,3626.265399,3506.505196,2949.472449,2.368220039,27.45682208,12,791,2635.215192,1488.065953,14.03020964,25.1038413,9.25058014,199.9811708,18.58907481,7.381457929,66.66977165,8.877924798,40.81460999,27.46178311,15.35875689,80.54952891,11.89766876,3.871550293,0.189860467,23.98597355,20.98229827,12,81207
Rafah,Palestine,,Rafah,,Rafah,Palestina,Gaza,,Rafah,,31.27847885,1152.015372,2030.60381,204.3958948,233.1579993,-2306.931505,322.031093,-2629.518461,133.0647767,267.2756696,272.1554946,133.6839952,82.06575871,105.1785782,144.9184946,0.485374839,1.491748675,1.491748675,60.19125431,166.4409308,-2491.534657,2432.576984,0,0,292.7829881,287.413376,450.1791785,0.688280226,56.38407521,14.97106128,0,0,0,1.769056518,0.983463586,0.204270019,0.214293805,20.98034885,0,4.553290293,19.52435157,227.3744374,0,2129.95645,1316.787748,143336.6686,2550.147589,27822.90346,27463.72456,9391.067215,3199.812422,1252.592343,1143.435394,20323.45479,8470.948213,324.1198525,747.780034,110121.9396,-0.001292474,0.003641629,2.00E-06,-6.95E-07,0.257838268,-0.029597986,-0.038238247,65.96049949,0.166911778,-5.41E-08,9.281685355,0.780307992,1.72E-08,2.950493402,0.00288467,3.47E-05,0,26.7892113,0.079446052,253.423634,8939.506931,4608.094825,0,3.377618472,1047.48632,1666.494232,20.74574356,4924.47589,3.19071313,2252.123092,3097.120983,2275.537858,3469.24781,1107.451317,1794.337136,3790.831642,3798.965583,3233.324567,0.975617021,27.05269427,13,809,2533.633147,1485.510112,13.47643049,24.41448253,7.781567334,199.9937244,17.84148525,6.124054371,58.08146469,7.459528013,40.80914086,25.33562531,15.52709229,80.79340056,11.08304701,3.601120038,0.026689887,34.71282976,33.37319449,13,81303
Bethlehem,Palestine,,Bethlehem,,Bethlehem,Palestina,West Bank,,Bethlehem,,31.63676297,1384.040255,2099.253937,199.8045278,475.7789842,-2352.982965,338.1975359,-2632.6498,117.3571446,276.755238,277.4483784,117.3571446,77.76346849,111.0968898,344.7508726,0.358335841,1.164740925,1.164742905,121.7887381,344.7508726,-2471.06593,3263.750235,0.005407924,0.005444595,310.4000068,305.9613836,488.1886502,0.526008295,76.27243843,7.874505761,0.030581601,0,0,0.468594668,0.289666177,1.968236933,0.083959369,12.32393339,0,0.692094065,8.566599827,95.22782745,0,2452.715907,730.3549298,48955.2905,1942.857982,13126.14255,21060.82223,8735.886218,5639.710153,2608.551184,513.5139618,13628.44884,6785.726739,146.6110617,1738.915022,36618.89459,0.046754181,-0.004825608,-7.80E-06,1.50E-06,-0.097905189,0.411440997,0.01901854,326.7361095,-0.012847411,-2.54E-05,67.53110879,5.588396516,1.50E-05,21.83844929,-0.264441181,0.002752685,0.00298016,51.53485904,0.233462359,22.23490906,13651.54845,598.3321716,0,1.510902765,286.1889034,1312.439756,18.97184029,3781.43623,3.07496335,1672.713901,2218.3718,2898.087966,3933.350053,1462.572626,2233.637253,4500.657512,4558.65129,3597.882616,1.446988831,1.486878841,12,791,6664.940645,1432.987716,20.58795684,26.35838096,22.81569431,196.4101423,21.38999291,9.59551597,64.72567441,8.525401106,42.79463948,33.23197079,15.29876915,78.79310069,0.565568207,1.349936357,0.192614956,3.252293455,17.85160126,12,81207
Hebron,Palestine,,Hebron,,Hebron,Palestina,West Bank,,Hebron,,31.49014111,1711.532959,2028.877357,180.2923478,513.2578257,-2330.617604,322.7287615,-2623.603071,96.38184572,257.6817498,257.6818203,96.38184572,53.62717634,110.2032212,370.7848521,0.351600894,1.127140056,1.127140056,129.3365081,370.7848521,-2462.398412,3289.661813,0,0,310.6375758,306.1974412,489.1453475,0.605700014,46.54748926,28.66278218,0.000820394,0,0,0.779462614,0.17403645,0,0.025121132,22.94786367,0,0.874710935,29.53749312,59.83932102,0,2861.670207,738.1120802,60315.85974,1854.828257,16981.93487,24052.20135,8989.76472,4656.773841,1939.562174,664.0960852,16178.8714,7526.101338,186.0386962,1220.6704,42041.74205,-0.00243887,-0.00106252,1.08E-05,3.06E-05,-0.041912587,-0.020418124,-0.006959656,655.1419103,0.003701517,1.91E-06,56.15332425,4.386631448,2.61E-05,18.87772616,0.410673728,0.002119469,0.000297579,44.54302678,0.205201559,33.0913667,17796.96962,581.7080967,0,1.587101777,642.4361884,1592.220051,20.50057066,4358.120525,3.399411366,2217.92648,2602.420159,2321.75866,3476.996203,1096.583698,1775.086144,3981.026424,3860.921845,3048.693998,4.146514591,1.647968285,12,791,4735.055673,1449.436707,22.70215527,31.94972881,22.50815846,198.3237915,23.36786843,9.214179113,89.95927668,10.08785028,42.8768029,34.19714977,14.07699195,79.19342381,3.359653874,2.311959432,0.355565838,6.703210603,23.03085207,12,81207
Jenin,Palestine,,Jenin,,Jenin,Palestina,West Bank,,Jenin,,32.4268719,2868.145366,1895.574082,188.2047959,613.2382501,-2313.169743,334.4261018,-2613.501405,106.1607822,266.9454589,266.9454589,106.6163857,52.41720468,106.3890852,405.143595,0.551057669,1.746017843,1.746017843,152.2988605,423.6348186,-2449.491099,3291.657024,0,0,400.4801145,400.4368506,692.1823458,0.791684363,1.171176531,84.22985434,0.284045858,0,0,1.236705694,0.360015409,0.033574065,0,10.86024216,0,1.81011757,86.03997191,205.9756529,0,3126.675616,836.0632373,141062.9964,2224.632909,26856.48372,26997.61044,9309.750469,3353.968347,1271.279696,1062.147472,19489.19862,8312.292828,299.7438277,772.9094402,103394.3193,-0.002467393,0.010078388,5.11E-06,4.20E-06,0.143351424,-0.068183482,-0.022182548,300.4945043,0.046221843,-3.03E-05,52.37657325,4.436197987,3.14E-05,17.06280325,-0.231700062,0.001772067,0.004217651,35.65917223,0.278970083,46.26210984,20382.36182,584.254442,0,1.129097064,2174.544474,2180.207739,28.18995434,6862.8361,5.245208144,3338.345898,4080.155806,1468.997883,2844.391785,726.8151638,1175.332044,3159.98396,2822.782792,2034.37204,8.171108105,5.873111002,12,791,2786.236156,1517.874323,27.84447918,35.89188709,15.75952549,197.671318,25.34129528,12.24161126,148.8341149,16.6137222,41.2066239,35.45929861,11.52104822,78.84987664,1.742307878,2.016642527,0.126129657,3.321875622,22.922839,12,81207
Ariha & Al Aghwar,Palestine,,Jericho,,Jericho,Palestina,West Bank,,Jericho,,31.97777934,1005.697887,2266.984451,220.885926,428.9654064,-2313.67301,361.4046174,-2618.30422,141.2955365,294.076431,294.2664356,142.3456494,91.17739659,110.5898914,299.6275861,0.424712259,1.303155832,1.303155832,108.4685749,304.3215685,-2461.272773,3020.592707,0.000764163,0.000764163,334.4581114,331.2916382,540.407049,0.546756293,64.99373839,19.35376681,0,0,0,0.633777184,0.911881221,0.468209342,0.012244722,13.17913307,0,0.454855392,19.8086222,189.3451977,0,2397.226427,1297.423623,159760.6561,2524.852722,26184.32236,25437.64721,9121.309954,3925.654635,1673.607142,1086.601078,18136.04342,7908.079756,315.6811284,1049.403675,128421.0564,0.031932249,-0.005742905,-8.56E-06,4.63E-07,-0.155421592,0.58276346,0.261834005,-200.9953614,-0.070921448,-2.41E-05,41.46735221,3.510208972,1.18E-05,13.10434934,-0.334385639,0.001427786,0.003078766,30.83305079,0.267925045,8.800763664,9981.814225,580.7577693,0,0.923431373,473.0360756,1496.034484,19.67108574,3653.878846,3.218774868,1880.889182,2135.658822,2791.332427,3929.697434,1419.995871,2189.122309,4362.427053,4406.917001,3534.204658,0.126997247,9.293519118,13,809,5618.751068,1483.247444,19.95857919,26.53633143,19.27280066,196.899257,21.79949361,9.031753338,58.14661687,8.25067874,41.27796062,38.88262577,14.36505727,78.42579287,0.757385115,0.981967076,0.301331799,2.814874925,19.02671916,13,81303
Jerusalem,Palestine,,Jerusalem,,Jerusalem,Palestina,West Bank,,Jerusalem,,31.80278774,1779.327884,2037.589517,186.7603796,563.395539,-2332.548753,330.2569301,-2623.64072,104.440098,264.6730372,264.8783497,104.440098,60.30506154,110.9700726,404.178859,0.424522914,1.323656347,1.323656347,144.2599029,404.178859,-2461.548137,3284.091765,0.001183868,0.001183868,344.1995445,341.4758358,563.3187065,0.661925522,53.02570114,12.83484197,0.105069498,0,0,0.208096574,0.602196597,0.58737513,0,24.17495689,0,8.473031288,21.30787326,242.5719666,0,2823.002726,1018.376551,90324.45918,2252.646362,20936.13136,25473.70927,9149.563868,4105.679481,1589.660851,826.9660819,17641.1798,7907.252755,234.7354805,966.359992,65883.27714,0.031333513,-0.001062957,1.31E-05,2.35E-05,-0.063851043,0.314415496,0.030823896,446.7438032,-0.02326529,-8.19E-06,68.66857134,5.65940096,2.54E-05,22.72917644,0.268661935,0.003053727,0.000226564,45.50525777,0.266087481,79.32859294,18645.04879,622.8965165,0,8.527022692,428.3912231,1503.946413,19.45593117,4029.178671,3.146320618,2036.523868,2386.570261,2459.339387,3552.37659,1257.160958,1934.232848,4041.316851,3979.354968,3120.548507,2.228863722,1.576726373,12,791,4742.793982,1432.400631,21.81763797,30.60880528,24.58236934,194.9382587,23.06074161,10.72010545,88.44440301,10.63429664,43.2426613,35.09986055,14.60827114,78.46989116,0.88873329,1.409867823,0.410164526,3.269219136,29.57253857,12,81207
Nablus,Palestine,,Nablus,,Nablus,Palestina,West Bank,,Nablus,,32.18373528,2610.21604,1955.415758,177.1841979,631.9315861,-2312.586913,327.6914061,-2611.285081,93.84209309,257.2925645,257.2925645,94.21500945,40.80118344,107.632197,431.3357015,0.491656101,1.496483835,1.496483835,155.6935529,434.4813026,-2444.609779,3403.881716,0,0,380.8197455,379.8377317,647.240687,0.738030265,6.345650451,73.0906087,0,0,0,1.248764909,0.066985271,0,0.096364776,16.66992184,0,2.485990009,75.57659871,23.20977815,0,3193.092153,778.4617675,92364.61431,2187.043016,21737.66193,26138.4101,9198.753636,3863.075506,1445.377938,867.6250853,18230.60391,8056.622214,243.6075175,871.689393,66616.31382,0.018280032,0.008513997,1.57E-05,2.03E-05,0.030029628,0.066428428,0.009380977,483.5421867,0.015972316,-2.88E-05,87.85387441,7.681472796,5.78E-05,28.0716255,0.215150147,0.003504731,0.001160406,53.9697429,0.405926887,31.0549136,11929.49017,585.067562,0,1.56849327,1188.864237,1918.483735,23.89427386,5519.896603,4.211895548,2877.183726,3240.649763,1710.532126,2992.714942,806.0852943,1316.933141,3467.513859,3249.760507,2391.8905,7.18484904,1.46803049,12,791,3323.069845,1480.331302,26.71729791,35.06670404,21.72990581,190.0641911,25.13130583,12.45761133,134.4253303,14.91141502,42.26059418,35.59639171,12.43038083,78.28533934,1.272646975,1.88149252,0.158681744,2.944267263,24.64741585,12,81207
Qalqilia,Palestine,,Qalqilya,,Qalqilya,Palestina,West Bank,,Qalqilya,,32.19134752,3042.891817,1881.512481,190.169844,737.7697881,-2308.580777,319.9519963,-2625.248737,115.1045294,260.6166777,260.6166777,116.3704173,68.84341993,108.4691549,492.3373909,0.58761032,1.849592854,1.849592854,189.2370546,522.9440894,-2480.391426,2702.231667,0,0,417.6849419,418.4480033,731.9740747,0.815547449,2.222518458,69.24789054,1.144102309,0,0,1.634067737,0.13402379,0,0,25.45827962,0,0.125424821,69.37331536,464.2333161,0,3345.474467,775.6695769,117447.6165,1902.917878,23391.00502,26263.79972,9194.249854,3804.795734,1429.468051,922.3058713,18273.94983,8050.921218,255.8529825,860.9669079,82523.40995,-0.02134146,0.003491222,1.16E-05,3.57E-05,0.062344648,-0.326576811,-0.055676393,247.6964212,0.000834626,-1.67E-06,49.10897398,4.068782856,3.29E-05,16.29959422,0.63334902,0.001635004,0.001480616,36.39498239,0.31086085,42.0635618,16821.80775,611.9811999,0,3.391802815,2043.361944,2241.890677,29.43781184,7102.342126,5.15767294,3358.829918,4203.372241,1467.445278,2862.236887,753.946097,1194.162653,3302.360777,2990.167057,2148.82375,8.102395255,2.461824681,12,791,3025.85876,1488.980335,24.1557615,33.79065812,15.50278254,197.3564417,24.29746147,13.84121771,147.3011498,17.26560775,41.78757789,35.00122046,12.6546041,77.73775073,1.580380072,2.114673425,0.031064102,3.342988336,31.77027104,12,81207
Ramallah & Al bireh,Palestine,,Ramallah and Al-Bireh,,Ramallah and Al-Bireh,Palestina,West Bank,,Ramallah and Al-Bireh,,31.95344106,2370.745328,1969.526245,178.9530339,692.0400709,-2314.694998,321.1327739,-2618.986544,98.55550311,255.2255352,255.2255352,99.08545593,51.14239084,109.9855588,484.7362421,0.545339274,1.679963352,1.679963352,176.640047,487.9661869,-2461.509619,3134.720998,0,0,391.7778954,391.3277298,672.1923758,0.716427573,15.71097712,50.9142608,0.107192296,0,0,0.710464667,0.19843203,0,0,30.66117944,0,1.703702964,52.61796377,111.6119558,0,3258.718211,748.1890315,73560.31596,2121.905619,18937.48654,25326.03382,9156.915502,4261.627281,1593.533942,740.1233179,17297.01292,7880.537442,208.8808483,961.3913103,52123.08692,0.000145231,0.000277528,2.27E-05,4.29E-05,-0.00627759,-0.046694107,-0.005667731,493.3136073,0.010644664,-1.25E-06,78.23990736,6.477926211,4.13E-05,26.01885174,0.693703289,0.004085469,0.004052851,49.056356,0.361017119,30.79484423,10607.65825,599.6674458,0,2.609767179,1062.481066,1882.56633,25.36244851,5565.614752,4.356607506,2850.684236,3272.125734,1780.379107,3031.453203,847.5748772,1381.314828,3563.672348,3371.121035,2523.701188,7.043801849,1.427913988,12,791,3787.190363,1459.974739,24.27637532,33.18650674,22.84157274,193.9276615,24.14179739,12.81435875,128.0668899,14.53546818,42.61815457,33.92049412,13.28777226,77.84287953,1.792668081,2.119011782,0.147653505,4.066352154,26.70960865,12,81207
Salfit,Palestine,,Salfit,,Salfit,Palestina,West Bank,,Salfit,,32.10773035,2883.179478,1914.560355,181.7372331,784.3554529,-2307.412804,318.9233214,-2620.00152,104.1231109,255.1873623,255.1873623,105.0607477,56.03279714,108.6241194,534.1303447,0.595948517,1.840529769,1.840529769,199.6738406,548.4761836,-2468.609478,2920.902926,0,0,422.1628386,423.0858623,743.0050851,0.796722503,2.8195877,62.91679829,0.744832512,0,0,0.615222975,0.030929393,0,0,32.17730837,0,0.710950269,63.62774855,318.7363039,0,3442.148316,706.1399926,74958.81137,2032.569708,19040.17179,25356.85637,9106.362692,4256.596531,1607.310516,739.7552293,17276.70948,7867.088874,207.45169,960.1523534,49346.25246,-0.020800381,0.005465531,2.42E-05,3.76E-05,0.087112871,-0.255079056,0.009610257,391.0627652,-0.005679828,-1.08E-06,65.59935312,5.488355863,4.21E-05,21.81935508,0.577150087,0.002950546,0.006746775,42.69843703,0.330839331,32.25371857,12436.24911,589.3927643,0,2.608573756,1756.27953,2128.428415,28.82046781,6764.76424,5.031027918,3285.688101,3933.052169,1464.346909,2792.279336,739.5267455,1173.991033,3271.620148,2986.759946,2175.550075,9.055622084,1.028045213,12,791,3267.99639,1482.147052,25.00258954,33.73135967,18.28684464,194.9642538,24.4495186,14.14194333,154.5791359,17.66929326,41.97355555,34.41882544,12.6229475,77.3507062,1.688070317,2.388611911,0.032873763,3.709966291,30.85009773,12,81207
